,Date,Signal,Open,High,Low,Close,Adj Close,scores_deviation
30,2016-01-05,11.093390159999998,110.410004,110.580002,109.550003,110.25,103.307411,2.5180018562057835
31,2016-01-06,11.1615864192,108.699997,109.599998,108.0,108.57,101.7332,2.490327003653822
32,2016-01-07,12.0113536932,106.720001,107.5,105.489998,105.669998,99.015808,2.1454813436820297
33,2016-01-08,10.722718817999999,105.870003,106.489998,103.660004,103.849998,97.31044,2.6684246925229886
34,2016-01-11,11.328933963599999,104.209999,104.779999,102.309998,103.400002,96.888771,2.4224153810731712
35,2016-01-12,10.8075252096,104.220001,104.989998,101.940002,103.709999,97.179237,2.63400925081803
36,2016-01-13,11.661340698000002,103.910004,104.419998,99.650002,100.379997,94.058937,2.287520777326361
37,2016-01-14,11.709747252,100.860001,102.709999,99.190002,101.769997,95.361397,2.2678768223614756
38,2016-01-15,11.682590346,99.080002,100.290001,97.510002,100.120003,93.815323,2.2788974175984276
39,2016-01-19,10.942455743999998,101.07,101.199997,97.739998,98.769997,92.550323,2.5792528361981915
40,2016-01-20,11.4797555316,97.43,100.330002,95.059998,99.18,92.934502,2.361210196140454
41,2016-01-21,10.913312102399999,99.330002,100.910004,98.379997,98.949997,92.718971,2.5910796723556087
42,2016-01-22,11.435968353599998,100.650002,101.610001,100.129997,101.370003,94.986595,2.37897955341946
43,2016-01-25,11.433674822399999,100.739998,101.080002,98.849998,99.120003,92.878281,2.379910295640924
44,2016-01-26,11.57717652,99.519997,101.400002,99.18,101.099998,94.733612,2.3216756011192032
45,2016-01-27,11.639570956799998,100.589996,101.589996,99.059998,99.709999,93.431114,2.296355197056592
46,2016-01-28,10.712037359999998,100.550003,100.949997,99.220001,99.690002,93.412376,2.672759355137298
47,2016-01-29,10.725924725999999,100.040001,102.980003,99.959999,102.959999,96.476471,2.667123696951737
48,2016-02-01,11.901012984000001,102.139999,103.089996,101.25,102.489998,96.036064,2.1902589149654226
49,2016-02-02,10.582996262399998,101.330002,101.470001,99.769997,100.279999,93.96524,2.7251257663028996
50,2016-02-03,10.6260605808,101.059998,101.07,98.139999,100.410004,94.087059,2.7076497540413538
51,2016-02-04,10.6621341552,100.0,101.970001,99.970001,100.800003,94.452484,2.6930106687857482
52,2016-02-05,11.2064747808,100.349998,100.440002,97.959999,98.040001,91.866287,2.4721107729814644
53,2016-02-08,11.191439196,97.010002,97.010002,94.940002,96.43,90.357658,2.47821239200359
54,2016-02-09,10.643692701600001,95.129997,97.129997,95.019997,95.779999,89.748604,2.700494429848464
55,2016-02-10,11.4519588804,96.449997,97.919998,95.68,95.830002,89.795471,2.372490407583464
56,2016-02-11,11.29269564,94.080002,95.400002,93.639999,94.790001,88.820946,2.4371213235123164
57,2016-02-12,11.1263343444,95.660004,96.790001,95.190002,96.589996,90.507591,2.5046327146075495
58,2016-02-16,11.407892672400001,97.790001,99.099998,97.220001,98.879997,92.653389,2.3903729985529694
59,2016-02-17,11.078253134399999,99.57,101.089996,99.529999,100.43,94.105797,2.5241446411102557
60,2016-02-18,11.882122434,100.510002,100.639999,99.540001,99.949997,93.656013,2.1979249246851387
61,2016-02-19,11.311126437599999,99.559998,100.559998,99.110001,100.449997,94.124527,2.4296418867810563
62,2016-02-22,11.0687511168,101.339996,102.010002,101.239998,101.57,95.173996,2.5280006727916255
63,2016-02-23,12.183190236,101.239998,101.489998,100.550003,100.639999,94.302559,2.075748032195223
64,2016-02-24,12.128880456,99.620003,101.82,98.970001,101.610001,95.211502,2.097787586435603
65,2016-02-25,12.271808016,101.790001,102.599998,101.389999,102.540001,96.082909,2.03978588377606
66,2016-02-26,12.1596778152,103.059998,103.470001,102.699997,103.190002,96.691986,2.085289652020312
67,2016-02-29,12.648369006,103.129997,104.029999,102.720001,102.730003,96.260956,1.8869729582971468
68,2016-03-01,11.991283405199999,103.620003,104.940002,103.07,104.940002,98.331795,2.1536261051043017
69,2016-03-02,12.24396516,104.790001,106.089996,104.589996,106.019997,99.343773,2.0510848456760913
70,2016-03-03,11.589791674799999,106.050003,107.150002,105.919998,107.129997,100.383881,2.3165562213598787
71,2016-03-04,12.609409302,107.07,108.32,106.669998,107.720001,100.936729,1.9027832692484552
72,2016-03-07,11.434686335999999,107.209999,108.989998,107.209999,108.889999,102.033043,2.379499811399373
73,2016-03-08,12.774697739999999,108.290001,108.290001,106.139999,106.260002,99.568657,1.8357072565190964
74,2016-03-09,12.6202942944,106.620003,107.010002,106.07,106.800003,100.074677,1.898366009955452
75,2016-03-10,11.94599124,107.099998,107.489998,104.809998,105.93,99.25943,2.1720062040770767
76,2016-03-11,12.030323159999998,106.790001,108.330002,106.660004,108.199997,101.38649,2.1377833085868843
77,2016-03-14,11.726140377599998,107.870003,108.339996,107.400002,107.919998,101.124153,2.2612242971472227
78,2016-03-15,12.201675116399999,107.209999,107.279999,106.029999,106.239998,99.549927,2.0682466480209043
79,2016-03-16,12.7875163104,105.730003,107.330002,105.730003,106.989998,100.252693,1.8305053282915298
80,2016-03-17,12.649502718,106.989998,109.099998,106.330002,108.629997,101.789413,1.886512884492447
81,2016-03-18,11.933503124399998,108.769997,109.949997,108.699997,109.610001,102.707703,2.177074029819077
82,2016-03-21,11.485626083999998,109.440002,109.940002,109.080002,109.349998,102.464073,2.358827856200194
83,2016-03-22,11.6206048512,108.779999,109.690002,108.470001,109.220001,102.342255,2.3040518681368276
84,2016-03-23,11.943246067199999,108.540001,108.589996,106.800003,106.879997,100.450363,2.1731202278279524
85,2016-03-24,13.064112684,106.239998,107.220001,105.739998,107.199997,100.751106,1.7182592323093766
86,2016-03-28,12.102663228,107.43,107.779999,106.550003,107.330002,100.873306,2.1084268491713085
87,2016-03-29,12.532237199999999,107.040001,110.339996,106.769997,110.309998,103.674011,1.934100625493926
88,2016-03-30,11.930257612799998,110.889999,111.120003,110.050003,110.32,103.683434,2.17839109700193
89,2016-03-31,12.5320997664,110.480003,111.169998,110.339996,110.629997,103.97477,1.9341563976823168
90,2016-04-01,12.425094,109.610001,111.220001,109.480003,111.120003,104.43531,1.9775806095389334
91,2016-04-04,12.7473318336,110.910004,111.32,110.099998,110.190002,103.561264,1.846812666602509
92,2016-04-05,12.5516562264,109.370003,109.860001,108.839996,108.940002,102.386436,1.9262201537697135
93,2016-04-06,11.653841177999999,108.93,110.269997,108.589996,110.169998,103.54245,2.2905641716803222
94,2016-04-07,12.647136549599999,109.370003,109.879997,108.129997,108.68,102.142082,1.8874731037530244
95,2016-04-08,13.173104131199999,109.610001,110.07,108.629997,109.110001,102.546211,1.674029207582672
96,2016-04-11,12.2711329056,109.739998,110.550003,108.75,108.769997,102.226677,2.0400598516006223
97,2016-04-12,13.31634717,108.790001,110.18,108.43,109.940002,103.326279,1.615899479876364
98,2016-04-13,12.139195265999998,110.580002,112.43,110.510002,112.309998,105.553719,2.0936017139376073
99,2016-04-14,13.2997770048,112.260002,112.699997,111.879997,112.169998,105.422104,1.622623849864559
100,2016-04-15,12.5512734816,111.900002,112.629997,111.860001,112.449997,105.685295,1.9263754761587906
101,2016-04-18,12.8705676024,111.980003,113.389999,111.870003,113.300003,106.484169,1.796802126865053
102,2016-04-19,12.6120616272,113.510002,114.129997,112.889999,113.389999,106.568726,1.90170692415723
103,2016-04-20,12.139195265999998,113.389999,114.209999,112.970001,113.559998,106.728516,2.0936017139376073
104,2016-04-21,12.90328488,113.470001,113.919998,112.660004,112.989998,106.192802,1.7835250667432339
105,2016-04-22,12.8189116836,112.980003,114.190002,112.980003,114.110001,107.245422,1.8177647126871508
106,2016-04-25,13.440686993999998,113.800003,113.910004,112.809998,113.300003,106.484169,1.5654409014161446
107,2016-04-26,12.4319067768,113.669998,114.529999,113.169998,114.410004,107.527374,1.9748159037380406
108,2016-04-27,13.182353194800001,114.480003,115.050003,113.900002,114.809998,107.903297,1.670275827641067
109,2016-04-28,13.092171455999999,114.269997,115.0,113.190002,113.5,106.672119,1.7068726491302062
110,2016-04-29,12.4848678,113.010002,113.459999,111.720001,112.480003,105.713493,1.953323691038184
111,2016-05-02,12.186537787199999,112.830002,113.510002,112.18,113.480003,106.653343,2.0743895561298653
112,2016-05-03,13.13397918,112.550003,112.559998,110.93,111.620003,104.90522,1.6899065778118383
113,2016-05-04,12.419195302799999,110.989998,111.989998,110.370003,110.699997,104.040565,1.979974370973559
114,2016-05-05,12.9243762216,111.150002,111.330002,110.099998,110.260002,103.627022,1.774965949634021
115,2016-05-06,13.0147560192,109.800003,110.93,109.540001,110.910004,104.23793,1.7382887535297507
116,2016-05-09,12.198696803999999,110.919998,111.889999,110.629997,111.230003,104.538681,2.069455282592515
117,2016-05-10,12.983586084,111.660004,112.400002,111.07,112.349998,105.591309,1.750937883714213
118,2016-05-11,12.772524823200001,112.099998,112.269997,110.870003,110.959999,104.284904,1.8365890519834378
119,2016-05-12,12.939768954,111.190002,111.489998,109.5,110.370003,103.730415,1.7687193958708227
120,2016-05-13,12.140118479999998,110.059998,110.940002,109.360001,109.639999,103.044334,2.09322706272325
121,2016-05-16,12.7801743264,109.919998,111.519997,109.870003,111.029999,104.350693,1.833484792664245
122,2016-05-17,11.995217625599999,110.879997,111.419998,108.769997,109.269997,102.696579,2.1520295517045382
123,2016-05-18,13.104373968,108.809998,110.660004,108.790001,109.839996,103.2323,1.7019207247237194
124,2016-05-19,12.2279976576,109.040001,109.769997,107.989998,108.959999,102.405243,2.0575646479369034
125,2016-05-20,13.3244100288,109.290001,110.790001,109.230003,110.790001,104.125153,1.6126274759416195
126,2016-05-23,13.0532177664,110.769997,111.389999,110.5,110.660004,104.002968,1.7226805193665085
127,2016-05-24,12.7954648404,111.309998,113.220001,111.269997,112.940002,106.145813,1.8272797203427167
128,2016-05-25,12.7104297936,113.300003,113.900002,113.080002,113.599998,106.766106,1.8617879530455899
129,2016-05-26,13.1883746064,113.769997,114.019997,113.25,113.470001,106.643936,1.6678322672443606
130,2016-05-27,12.763424473199999,113.559998,114.599998,113.510002,114.599998,107.705933,1.8402820821785795
131,2016-05-31,13.07922456,114.82,115.540001,114.5,115.0,108.081886,1.7121266534115076
132,2016-06-01,12.559189277999998,114.610001,115.949997,114.419998,115.779999,108.814972,1.9231631518939236
133,2016-06-02,13.921474392,115.489998,116.669998,115.370003,116.669998,109.651413,1.370331660754293
134,2016-06-03,12.955966019999998,116.470001,116.470001,115.0,115.970001,108.993538,1.7621464339725794
135,2016-06-06,13.6690801068,116.080002,117.580002,116.010002,117.220001,110.168327,1.4727562616020107
136,2016-06-07,12.435976025999999,117.290001,117.980003,116.959999,117.559998,110.487892,1.9731645540463094
137,2016-06-08,12.689427727199998,117.660004,118.639999,117.650002,118.43,111.30555,1.870310841217534
138,2016-06-09,12.5238441732,117.940002,117.940002,117.290001,117.669998,110.591263,1.9375066155273883
139,2016-06-10,12.9202038,116.580002,116.879997,115.690002,116.07,109.087509,1.7766591679119617
140,2016-06-13,13.1774584176,115.650002,116.18,114.589996,114.809998,107.903297,1.672262186407278
141,2016-06-14,12.220619652,114.389999,115.110001,113.669998,114.480003,107.593163,2.060558730303045
142,2016-06-15,13.2637347504,114.889999,115.559998,114.459999,114.559998,107.668365,1.6372502250919005
143,2016-06-16,12.8490613416,113.720001,114.589996,112.889999,114.550003,107.658974,1.805529623117281
144,2016-06-17,13.574501388000002,114.410004,114.919998,113.68,114.059998,107.198418,1.5111374298368698
145,2016-06-20,13.17508764,115.800003,116.449997,115.300003,115.300003,108.363846,1.673224276135999
146,2016-06-21,12.8010824304,115.339996,115.410004,114.330002,115.080002,108.157082,1.8250000355510416
147,2016-06-22,12.6259240404,115.300003,115.879997,114.489998,114.629997,107.734138,1.8960813921144937
148,2016-06-23,12.821079293999999,115.82,116.910004,115.730003,116.82,109.792397,1.8168850706229998
149,2016-06-24,12.094195247999998,111.940002,114.040001,111.5,112.379997,105.619492,2.111863256104213
150,2016-06-27,13.226920992,111.07,111.07,108.190002,108.690002,102.151489,1.6521896858124012
151,2016-06-28,13.5343625664,109.650002,110.879997,109.57,110.370003,103.730415,1.5274262407250407
152,2016-06-29,13.206744665999999,111.699997,113.050003,111.529999,112.879997,106.089432,1.660377478715422
153,2016-06-30,12.656880398399998,113.120003,115.019997,112.57,114.980003,108.06308,1.8835189340963319
154,2016-07-01,13.201249795199999,115.050003,115.949997,114.800003,115.389999,108.448418,1.6626073625971183
155,2016-07-05,13.111605540000001,115.019997,115.260002,113.07,113.690002,106.850685,1.6989860668529415
156,2016-07-06,12.727279998,112.540001,114.010002,112.309998,113.889999,107.626534,1.8549499398215388
157,2016-07-07,13.304784779999999,114.220001,114.989998,113.410004,114.129997,107.853348,1.6205916351668745
158,2016-07-08,12.846862919999998,115.25,117.089996,115.150002,116.790001,110.36705,1.80642176873261
159,2016-07-11,13.6719855132,117.559998,118.43,117.470001,118.139999,111.642807,1.4715772131517473
160,2016-07-12,13.845523248,119.0,120.419998,118.830002,119.720001,113.135925,1.4011535377312745
161,2016-07-13,20.3950827,120.330002,120.389999,118.949997,119.25,112.69178,1.2567355347883984
162,2016-07-14,13.6639684968,120.300003,120.360001,119.300003,119.370003,112.805161,1.4748306136956968
163,2016-07-15,13.8894780672,119.889999,120.040001,119.279999,119.699997,113.11702,1.3833161496607553
164,2016-07-18,13.4169704856,119.529999,120.349998,119.330002,119.900002,113.306015,1.5750653424150618
165,2016-07-19,14.1995600448,119.760002,119.970001,118.93,119.300003,112.739014,1.2574811975714726
166,2016-07-20,13.087689292799999,119.550003,120.440002,118.940002,120.080002,113.476128,1.7086915642309606
167,2016-07-21,14.246734320000002,120.010002,120.599998,119.25,119.510002,112.937462,1.2383373159902722
168,2016-07-22,13.8747119052,119.580002,120.650002,119.349998,120.400002,113.778526,1.3893084337083292
169,2016-07-25,13.291117704,120.150002,120.459999,119.760002,120.220001,113.608414,1.6261378970521072
170,2016-07-26,13.5921050892,120.199997,120.970001,119.919998,120.800003,114.156525,1.5039936386554507
171,2016-07-27,13.053704519999998,121.0,121.470001,120.349998,121.139999,114.477821,1.722482988970162
172,2016-07-28,13.2781123944,120.879997,121.239998,120.529999,120.830002,114.18486,1.631415606266582
173,2016-07-29,13.112727552,120.709999,121.760002,120.050003,121.07,114.411659,1.6985307410473067
174,2016-08-01,14.218427808,121.199997,121.699997,120.440002,121.169998,114.50618,1.2498244350060372
175,2016-08-02,13.4528186052,121.160004,121.209999,119.099998,119.480003,112.909119,1.5605177493970124
176,2016-08-03,13.4462159316,119.370003,120.5,119.099998,120.449997,113.82576,1.5631971928220956
177,2016-08-04,13.460516369999999,120.449997,121.190002,120.260002,120.559998,113.92971,1.55739390494691
178,2016-08-05,13.5014879496,121.339996,122.580002,120.970001,122.300003,115.574043,1.540767150964326
179,2016-08-08,13.5659458032,122.349998,122.849998,122.029999,122.239998,115.517319,1.514609387838869
180,2016-08-09,13.717846097999999,122.269997,122.629997,122.139999,122.370003,115.640175,1.4529664427491578
181,2016-08-10,13.573816172399997,122.379997,122.599998,121.150002,121.489998,114.808571,1.5114154984717023
182,2016-08-11,13.741421720399998,122.029999,122.400002,121.57,122.07,115.356682,1.443399174963586
183,2016-08-12,13.977793717199999,121.830002,122.459999,121.629997,122.190002,115.470085,1.3474766091866568
184,2016-08-15,13.383800639999999,122.459999,123.690002,122.43,123.400002,116.613541,1.5885260600104243
185,2016-08-16,13.80204441,123.080002,123.120003,122.260002,122.400002,115.668533,1.4187977669734049
186,2016-08-17,14.2526765664,122.440002,122.5,121.330002,122.040001,115.328331,1.2359258817726697
187,2016-08-18,14.07073704,122.080002,122.970001,122.040001,122.940002,116.178825,1.3097591040866223
188,2016-08-19,14.3748887604,122.769997,123.07,122.279999,122.940002,116.178825,1.186330720855081
189,2016-08-22,14.402919262800001,122.68,123.339996,122.330002,123.220001,116.443436,1.1749556098155973
190,2016-08-23,14.094617185199999,123.610001,124.459999,123.610001,124.080002,117.256142,1.3000682573293065
191,2016-08-24,14.1679205208,123.940002,124.25,122.769997,123.07,116.301689,1.2703208924724245
192,2016-08-25,13.491576576,122.620003,123.690002,122.610001,123.309998,116.528473,1.5447893041760286
193,2016-08-26,14.1140891772,123.449997,124.410004,122.300003,123.059998,116.292221,1.2921662915350742
194,2016-08-29,14.124397479599999,123.269997,124.169998,123.239998,123.699997,116.897034,1.287983059898507
195,2016-08-30,13.8371097648,123.830002,124.169998,123.379997,123.93,117.11438,1.4045678292149986
196,2016-08-31,14.5570986444,123.779999,123.889999,122.550003,123.230003,116.452881,1.112387784213626
197,2016-09-01,14.5059912,123.339996,123.629997,122.019997,123.32,116.537933,1.1331277926051349
198,2016-09-02,14.193207959999999,124.010002,124.529999,123.629997,124.510002,117.662498,1.2600589490830627
199,2016-09-06,13.6123145136,124.919998,124.970001,123.970001,124.629997,117.775879,1.4957924140283092
200,2016-09-07,13.941459,124.550003,125.440002,124.480003,125.410004,118.513,1.362221669294399
201,2016-09-08,14.220787276800001,125.309998,125.410004,124.769997,125.160004,118.276733,1.2488669345227703
202,2016-09-09,12.992295683999998,124.18,124.209999,121.209999,121.25,114.581772,1.7474034245134584
203,2016-09-12,14.116187714399999,120.690002,122.970001,120.580002,122.940002,116.178825,1.2913146801964752
204,2016-09-13,13.81898712,122.059998,122.160004,119.879997,120.580002,113.948616,1.4119222138773695
205,2016-09-14,14.4672756384,120.769997,121.470001,120.290001,120.599998,113.967506,1.1488390276686902
206,2016-09-15,14.405947795200001,120.68,122.190002,120.510002,122.040001,115.328331,1.17372659537108
207,2016-09-16,13.349960765999999,122.040001,122.040001,121.099998,121.860001,115.158226,1.6022586830943444
208,2016-09-19,14.396987430000001,122.32,123.550003,121.989998,122.669998,115.923683,1.1773628180705462
209,2016-09-20,13.8704494824,123.199997,123.230003,122.150002,122.150002,115.432274,1.3910381755429682
210,2016-09-21,14.4333581112,122.580002,123.970001,122.099998,123.919998,117.104919,1.1626031633441425
211,2016-09-22,14.069825159999999,124.730003,125.800003,124.660004,125.699997,118.787025,1.310129155829066
212,2016-09-23,14.4614126304,125.559998,125.879997,124.809998,124.809998,117.945999,1.15121830600176
213,2016-09-26,13.5517673352,123.800003,124.169998,123.099998,123.230003,116.774742,1.5203631786760168
214,2016-09-27,13.559431679999998,123.169998,123.879997,122.809998,123.730003,117.248543,1.517252896459139
215,2016-09-28,14.080059839999999,123.949997,124.760002,123.07,124.68,118.148796,1.305975801037481
216,2016-09-29,14.29090686,124.620003,124.639999,122.699997,122.860001,116.424118,1.2204115742313235
217,2016-09-30,13.531048243199999,123.419998,124.779999,122.860001,124.209999,117.7034,1.5287712324730571
218,2016-10-03,14.6432622336,123.830002,124.099998,123.129997,123.82,117.333832,1.077421575591179
219,2016-10-04,14.510109261600002,124.019997,124.309998,122.650002,123.209999,116.755775,1.1314566342613068
220,2016-10-05,13.427911343999998,123.690002,124.68,123.650002,123.949997,117.457016,1.5706254120352467
221,2016-10-06,14.0152757868,123.75,124.019997,122.82,123.82,117.333832,1.3322659398377674
222,2016-10-07,13.171882734,124.040001,124.32,122.230003,123.830002,117.395706,1.674524865083741
223,2016-10-10,13.062775157999999,122.830002,124.739998,122.830002,124.300003,117.788696,1.7188020162577728
224,2016-10-11,13.694569679999999,124.050003,124.110001,121.339996,122.029999,115.637589,1.46241228983292
225,2016-10-12,13.67864964,122.089996,122.610001,121.529999,121.93,115.542831,1.4688728312876818
226,2016-10-13,13.069257425999998,120.989998,121.410004,120.110001,120.919998,114.585747,1.7161714348562893
227,2016-10-14,13.815104400000001,121.360001,121.839996,120.400002,120.43,114.121414,1.4134978678026877
228,2016-10-17,14.0496526656,120.580002,120.849998,120.160004,120.290001,113.988747,1.318315393823264
229,2016-10-18,14.3180416704,121.519997,121.580002,120.660004,120.980003,114.642609,1.2093999456514761
230,2016-10-19,14.409102240000001,121.169998,121.949997,120.5,121.489998,115.12587,1.1724464841780706
231,2016-10-20,13.063856219999998,121.139999,122.0,120.410004,121.129997,114.784744,1.7183633084488628
232,2016-10-21,12.934220664,120.260002,121.370003,120.099998,121.07,114.727898,1.7709709578988104
233,2016-10-24,12.920813913599998,122.040001,122.610001,121.449997,121.839996,115.45755,1.7764115765613804
234,2016-10-25,12.884788454399999,121.809998,121.989998,120.599998,120.93,114.59523,1.791031136096937
235,2016-10-26,12.801345341999998,120.110001,121.0,119.459999,119.730003,113.458076,1.8248933428988419
236,2016-10-27,13.5764229312,120.120003,120.139999,118.089996,118.360001,112.159843,1.5103576447671903
237,2016-10-28,13.797823788,118.309998,119.029999,117.75,118.029999,111.847122,1.420510545546567
238,2016-10-31,12.42324633,118.18,118.639999,117.800003,118.5,112.292503,1.9783304159860102
239,2016-11-01,12.503186093999998,118.660004,118.699997,116.279999,117.050003,110.918488,1.9458899096050022
240,2016-11-02,13.3482312612,116.870003,117.0,115.389999,115.559998,109.506538,1.60296053669877
241,2016-11-03,13.112763920399999,115.910004,116.239998,114.879997,115.0,108.975845,1.6985159823183191
242,2016-11-04,13.516470431999998,115.300003,116.900002,115.050003,115.739998,109.677071,1.5346870815272868
243,2016-11-07,14.2989563856,118.0,118.82,117.709999,118.57,112.358849,1.2171449810676145
244,2016-11-08,14.3377810884,118.300003,119.459999,117.709999,118.879997,112.652611,1.2013894552078666
245,2016-11-09,14.245567207199999,118.080002,122.830002,118.050003,122.540001,116.12088,1.2388109442366084
246,2016-11-10,15.468222672000001,124.260002,125.400002,122.620003,124.5,117.978188,0.7426428243554991
247,2016-11-11,14.8778067372,125.029999,127.720001,124.550003,127.360001,120.688393,0.9822406282760688
248,2016-11-14,15.1132632552,128.949997,130.259995,128.389999,129.149994,122.384598,0.8866895746773985
249,2016-11-15,14.2995734784,128.850006,129.889999,128.300003,129.550003,122.763672,1.2168945574747199
250,2016-11-16,15.114401620799999,129.25,130.0,129.029999,129.539993,122.754181,0.8862276123865079
251,2016-11-17,14.648176997999999,129.949997,130.830002,129.75,130.300003,123.474373,1.0754271057816442
252,2016-11-18,15.955372943999999,130.690002,131.089996,130.300003,130.990005,124.128242,0.5449514537964615
253,2016-11-21,14.940716968799999,131.309998,132.0,130.610001,131.600006,124.706284,0.9567109085529725
254,2016-11-22,15.4991987328,132.119995,132.899994,131.669998,132.800003,125.843445,0.7300723707069136
255,2016-11-23,14.438211379199998,132.479996,133.649994,132.100006,133.630005,126.629944,1.1606336495046634
256,2016-11-25,14.666572435199999,133.729996,134.100006,133.539993,134.070007,127.046913,1.0679620187209913
257,2016-11-28,15.042045099600001,133.970001,134.0,132.149994,132.330002,125.398048,0.9155907487062013
258,2016-11-29,15.3317071368,132.509995,133.089996,132.100006,132.259995,125.331696,0.7980424511390163
259,2016-11-30,20.738649859200002,132.919998,133.089996,131.5,131.610001,124.715752,1.3961591715698718
260,2016-12-01,15.30475896,132.25,132.550003,130.289993,130.970001,124.109283,0.8089783415856905
261,2016-12-02,14.990112590399999,130.940002,131.470001,130.520004,130.899994,124.042938,0.9366655782001244
262,2016-12-05,16.0110110736,131.970001,133.330002,131.889999,133.149994,124.042938,0.5223728394998745
263,2016-12-06,15.8850506088,133.520004,134.910004,132.740005,134.589996,127.539658,0.5734890932593824
264,2016-12-07,15.4061353512,134.589996,136.179993,134.179993,135.899994,128.781036,0.7678385970949856
265,2016-12-08,15.874147800000001,136.25,138.210007,135.800003,138.039993,130.808914,0.5779135826592671
266,2016-12-09,15.675808147199998,138.399994,138.820007,137.75,138.309998,131.064774,0.6584021711953246
267,2016-12-12,16.102618271999997,137.949997,138.570007,136.509995,136.850006,129.681274,0.48519754956229755
268,2016-12-13,14.682118368,137.529999,138.050003,136.240005,136.860001,129.69075,1.0616532944145605
269,2016-12-14,14.933821247999996,136.419998,137.350006,134.809998,135.149994,128.070328,0.9595092740149238
270,2016-12-15,14.903574426,135.369995,137.139999,134.960007,136.160004,129.02739,0.9717837938908654
271,2016-12-16,15.7414879968,136.350006,137.529999,135.630005,135.910004,128.790512,0.6317485075686399
272,2016-12-19,15.142218453599998,136.039993,137.190002,135.910004,136.800003,129.633865,0.8749392110103439
273,2016-12-20,15.844117449599999,137.279999,138.210007,136.990005,137.960007,130.733109,0.5901002557869887
274,2016-12-21,15.915167589600001,137.850006,138.149994,137.009995,137.059998,129.880264,0.5612672644856679
275,2016-12-22,16.21540746,136.559998,136.75,134.809998,135.320007,128.760361,0.4394263564796794
276,2016-12-23,14.684097977999997,135.460007,136.119995,135.270004,136.039993,129.445404,1.0608499451472693
277,2016-12-27,15.705524663999999,136.229996,137.300003,136.210007,136.649994,130.025879,0.646342855472654
278,2016-12-28,15.164591383199998,136.889999,136.979996,134.830002,135.25,128.69371,0.8658600102580044
279,2016-12-29,15.73213068,135.289993,136.259995,134.690002,135.369995,128.807877,0.6355458179454825
280,2016-12-30,15.706080144000001,135.600006,135.630005,134.399994,134.850006,128.31311,0.6461174350863166
